delta ch(1),theta ch(1),alpha ch(1),beta ch(1),gamma ch(1),delta ch(2),theta ch(2),alpha ch(2),beta ch(2),gamma ch(2),delta ch(3),theta ch(3),alpha ch(3),beta ch(3),gamma ch(3),delta ch(4),theta ch(4),alpha ch(4),beta ch(4),gamma ch(4),delta ch(5),theta ch(5),alpha ch(5),beta ch(5),gamma ch(5),delta ch(6),theta ch(6),alpha ch(6),beta ch(6),gamma ch(6),delta ch(7),theta ch(7),alpha ch(7),beta ch(7),gamma ch(7),delta ch(8),theta ch(8),alpha ch(8),beta ch(8),gamma ch(8),delta ch(9),theta ch(9),alpha ch(9),beta ch(9),gamma ch(9),delta ch(10),theta ch(10),alpha ch(10),beta ch(10),gamma ch(10),delta ch(11),theta ch(11),alpha ch(11),beta ch(11),gamma ch(11),delta ch(12),theta ch(12),alpha ch(12),beta ch(12),gamma ch(12),delta ch(13),theta ch(13),alpha ch(13),beta ch(13),gamma ch(13),delta ch(14),theta ch(14),alpha ch(14),beta ch(14),gamma ch(14),state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.066583,37.28045273,14.02680495,28.32560423,9.061296668,201.8794381,28.6478113,11.07291509,23.63808817,8.716962058,1231.319174,132.3715953,22.96328574,26.53722024,9.664050153,260.2524743,41.99551072,12.31124683,22.03745392,8.881490939,30.329171,6.943529486,6.907178933,23.53746122,12.82455103,270.9027494,20.54932162,7.71574706,19.33034313,8.702895992,52.60117598,9.844722926,4.966277823,14.87821092,7.122148518,46.70632153,14.86693432,10.33679493,24.1958059,7.649839329,22.51503352,7.405979208,6.527269331,15.05774177,6.028923943,38.27998045,11.79428833,10.8768539,29.24738343,12.11712205,175.2425449,28.60019359,13.0365556,28.07541085,10.27215902,1108.413674,164.0364162,28.00614871,33.74924009,10.81771001,350.7591108,16.72190372,8.793584487,21.49983722,8.686619402,299.6319882,41.26546964,14.14663448,28.09752424,9.129026147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9346.235632,213.0559029,68.81680693,70.16536886,27.17256708,63946.79827,2571.377666,290.1629335,157.3402467,44.31551845,56778.47188,873.1501312,461.4823259,260.6889535,54.83072586,180941.2519,2295.365559,221.6731984,112.576395,20.66376957,2158.075879,17.28324106,11.86502716,45.81129795,34.17008985,261.3545892,31.82263956,17.00162835,37.97527131,20.97418974,232.0697023,12.85079834,9.750235231,23.66740448,13.57016709,90.91248378,18.55041047,24.10515188,35.4953281,15.59621187,318.7712394,20.89118569,15.57655996,27.94268702,14.30710575,125.7988821,15.8014074,18.21788165,50.1120042,28.27693882,13656.10143,71.74982295,19.93090128,43.73589357,20.5052284,99912.6375,1060.857802,98.62330682,135.4436862,68.10430656,149681.6611,1071.14159,63.72043351,55.90354777,24.08231766,2907.836958,91.51338407,25.53000245,44.84480337,24.05297356,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379.9941921,71.0905597,22.18812769,31.70597773,8.282108111,264.1236723,43.03851602,13.38010949,26.29334262,10.48151025,2069.029131,286.1125907,45.68463844,35.88473338,12.5854226,434.9489562,84.52890832,17.09269304,23.32142961,8.421725146,85.7141032,8.49824806,6.8226978,29.01033876,15.19137693,150.727102,15.80949369,9.098138002,19.97657585,9.17931066,36.91127792,7.977238062,7.158424858,15.30078461,5.891736083,56.1553773,13.53402163,16.44010529,28.25710243,6.183738153,40.80116969,7.895148832,9.543248435,20.6439947,8.645658473,38.77417171,11.39715749,12.5262743,49.61022376,31.07816309,234.5539934,47.52183931,16.86877367,31.44899235,8.943058423,1713.922884,307.2261762,51.88422157,41.53599293,12.62212806,208.5662444,28.29690381,12.11617842,28.36794082,10.08207481,446.2873769,76.59738945,22.53897356,30.81886616,8.845809316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0068519,46.73532661,16.09245302,29.26398178,8.606731027,225.7652932,29.25658428,10.18114725,27.16538824,9.315835253,1065.37986,158.7134086,23.45974708,30.9135481,13.09041361,255.8197716,48.08630718,11.40702391,21.28404934,7.059320353,30.36407429,7.158681177,4.717551482,26.68944154,14.44306331,155.152071,13.77210657,7.216339893,15.16618377,5.937942915,34.82457405,7.316594314,5.826715616,12.74539656,4.927642642,46.46196871,15.39425926,17.38242639,25.44647621,5.782945627,35.64989493,10.16653668,9.689650052,18.82519738,6.599398151,40.02588064,13.98268484,12.10663358,45.45083392,24.29495744,169.7788709,34.25856975,12.36468896,26.93581553,8.581337661,1092.287405,193.9142971,28.4344081,34.07904337,11.28425239,491.6475949,20.71426241,10.33873577,26.60401084,9.307659231,290.8187924,50.83355434,16.55916656,27.66411886,8.642533948,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621.4082636,46.17975609,19.19271157,29.07523467,8.264965031,160.3579138,27.99292109,8.026697695,25.92255512,9.684510659,945.7419301,153.8730967,27.91741405,29.3900789,12.82121337,269.6269805,46.8100896,11.31650913,20.00862048,6.767408085,32.12633226,7.213397389,3.982248042,23.32601359,13.79550817,124.1185978,10.02650491,5.981711575,13.10740205,5.183888417,30.75229941,8.296393418,5.495860622,12.28399407,5.027454859,44.13890588,15.16051563,19.31829769,20.91066939,5.301263393,34.91809153,8.740034746,11.7524342,14.47847542,4.91264984,35.50396245,11.73263025,15.49460706,33.52633585,16.03496185,183.5501834,33.0028263,13.35826413,24.1489511,7.684758113,1074.353899,187.1750358,36.20745538,30.77217516,10.10637206,130.5032674,20.73950666,9.208800267,24.26649243,8.942135699,265.3716783,50.98259468,16.94926951,25.13200395,8.085332024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.8214725,36.9191082,17.35683671,27.72637027,8.401720577,208.2735679,30.19417889,12.48898908,30.16993565,10.45357494,1215.798362,137.8724179,29.0289407,33.44301839,13.80418749,409.2273337,49.52525585,16.65511222,25.02221389,8.364836652,66.32978741,9.339415268,8.702800103,32.97431325,17.95555854,137.6662299,10.43124342,8.598842734,19.24148184,8.23087131,46.45194227,8.970925254,8.39568599,15.94664102,6.334435631,54.44733746,15.42827204,18.94471999,25.29299,6.432195898,34.00165427,10.39508865,11.38503274,18.06785259,5.931408518,40.93747494,14.46526997,16.02310375,42.15393994,18.50095887,158.4483146,29.58351204,16.78594801,32.09659784,9.364165289,1105.487022,153.9534709,35.39155194,37.30155855,10.37138239,346.1947964,23.03789895,13.04273705,29.47113851,9.530285457,278.2965687,42.49444182,19.88043662,31.8043408,8.61746666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291.9564176,34.85400112,15.30178222,24.14178303,7.156963788,212.8481236,25.77026082,11.47365426,24.15335773,8.96926813,1028.300105,119.1755737,20.95170139,29.21170256,13.64474992,321.8446789,44.68546645,13.29924639,20.74379516,6.687709444,242.8294927,13.66337838,7.005869817,24.35623261,14.23384201,163.726272,9.240938034,5.393341259,12.2407876,5.36328144,37.44683164,7.940510192,6.417391899,12.18365029,5.318505529,49.25888415,16.41975916,16.86221401,22.93831585,5.309524585,25.98659469,9.427673673,9.527645776,15.72262863,4.780167133,47.52277719,15.10875463,14.36127166,39.28735397,15.35482395,214.2667722,29.67486627,16.84150085,31.97881163,7.745072451,979.4977327,129.93955,24.62890781,32.98814187,9.890105658,238.3210464,20.80726524,13.27761488,28.62087264,9.094351582,253.546325,36.04381765,17.4354981,27.42933731,8.137235454,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580.590608,42.75912673,21.99675363,138.1879917,145.9678835,4176.098527,43.24372204,17.47185715,146.2970933,162.6711191,92434.68638,1343.183338,471.3072506,534.5797362,170.5817723,2161.566556,48.38572246,20.8689459,142.8643493,158.4885595,590.2848054,21.19694838,17.06289512,203.7368326,230.9934831,226.6646001,17.96700919,15.97748346,161.5726076,189.7761559,126.9720035,15.54720828,11.58876683,99.56489937,114.1715713,175.8794212,23.72242281,19.00868551,132.8288168,140.7497276,122.7190934,14.95960576,12.36970279,92.62604295,106.445058,148.9059367,25.11099175,20.62693626,164.6721578,179.5202026,294.1414445,41.81099533,21.94391483,145.5352957,156.8202276,2766.745405,239.6115096,75.35463092,191.0460298,157.8969948,326.3826368,28.62741736,16.32297395,116.7545215,125.4930386,1223.770838,52.27779199,22.89636745,135.1933107,143.5936504,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.6747704,33.35519297,13.190888,38.24589943,15.4411524,133.0169075,23.80183364,10.3573347,41.61427258,19.50587558,851.7560385,100.4557964,18.67672708,41.56175472,18.59013882,199.7753542,36.95304053,10.17025394,37.78519297,16.65180948,22.182706,6.559131311,5.840554359,49.64438619,28.30249694,104.2096168,7.47106076,5.901377975,31.93710726,18.26884216,26.17469251,7.221146418,5.634447167,22.4899627,13.95521193,36.19810295,12.99468897,17.04511581,32.56786524,13.76493783,21.28668112,6.883356684,10.23564815,22.95255693,11.17821877,28.84527454,12.43790009,14.80627606,52.32391338,26.75434583,144.4003359,30.31409597,13.39828814,42.24233648,17.51214922,662.8905841,116.1941854,22.02595735,45.07856332,18.08135483,422.0045977,21.43810409,10.90207171,37.011139,17.39805916,148.3087139,36.9421846,14.52269076,39.54919931,16.87910139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92709.12878,680.4923394,511.330652,459.4248001,89.91350107,357.8377606,23.27845911,14.05269482,38.76583414,17.00834714,856.0974379,78.42871605,23.29290484,34.64074958,14.51656393,495.8369493,29.816095,13.13300581,30.10781394,11.62204393,278.9067773,7.093452243,6.918126649,38.31453856,18.74253229,118.2729807,7.557451932,7.258120125,24.87383515,14.82489598,62.38616116,6.644481022,6.953319379,18.93029549,9.600028816,66.46261256,11.88318971,16.91540012,27.64772164,9.77304738,43.45162299,6.498899228,10.0540932,20.12564373,9.175165461,117.6052419,12.76239669,15.82939162,49.27069373,27.07077996,198.850446,25.15529517,15.66004469,32.50320505,12.07853938,610.4731799,91.90104115,26.59693062,36.08484665,13.90528661,821.8334979,18.7051279,12.6148209,33.60326473,15.3779665,234.39479,31.45306815,17.77999695,33.38571656,12.37545787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.909329,28.84366685,11.76001382,22.8051639,7.192944555,146.0848973,22.85008456,9.216823283,24.21581085,9.119264192,591.4420407,71.39698486,15.63690476,26.83359397,11.29461596,150.9562504,29.07863766,8.4513894,20.60641533,6.48341634,37.34412067,7.891449898,4.977459642,23.42986875,13.41378866,115.5118788,9.125312721,5.932700006,12.04503329,5.690345442,32.34937315,8.822170865,6.302256483,10.7867249,5.993749664,51.14420226,15.67909596,16.67124461,20.88696514,5.89923542,27.49030238,7.302346541,10.06266215,15.43407515,6.758120272,42.24942186,16.01385078,15.48816872,38.21874738,20.0439448,159.6697638,34.85867728,12.45704568,24.67443045,7.985344858,457.5557538,90.09608733,19.10391757,28.35365225,10.16587428,418.7606341,21.71810067,9.506567161,25.04284078,9.002262985,124.6656753,34.08232324,13.81342318,25.17567506,7.642886417,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282.3435011,32.58859406,16.85737713,33.52257807,16.40505284,195.5616209,23.37053236,13.6789492,35.76359133,20.38514474,885.7080871,101.3461392,25.51533453,36.99705636,20.7257903,264.8047642,35.13921917,12.9934706,30.09638746,17.7089504,80.45877038,8.740182419,6.579420232,42.25590333,34.28445116,185.0273528,10.52586352,6.910517041,27.2163887,18.94538984,58.94396477,8.968471159,6.229249041,20.96330308,14.15588165,78.59515666,16.64613938,15.23280722,31.68140241,15.19510175,40.14095831,8.83079772,7.934495284,22.80351829,13.94204796,79.012398,15.07890351,12.40043737,49.70550807,29.27160903,278.5267651,29.12281958,14.49374223,38.38173812,19.14712103,856.8629843,125.7002085,27.55188445,43.53555843,21.2938807,360.7937684,21.52221101,13.64230494,32.64984616,16.65567022,246.6544501,38.14422152,17.93442751,36.50260248,18.51277266,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.9816424,30.38260734,11.88297109,28.67018823,8.01988531,276.5984244,21.93640115,9.781084802,28.89805242,9.573508927,896.4371031,92.16260341,16.12299402,31.55393435,11.75853498,249.7222566,34.31824194,9.862024827,24.60177235,7.440103586,33.22906648,7.041710983,5.61614297,29.90416551,16.76210066,93.55513241,9.831460793,5.637923723,16.77385138,7.027799125,32.08683529,7.352917175,5.727788682,13.8941658,6.078512533,45.83135922,15.12844545,13.51610128,22.78245884,7.128731191,19.25285442,8.026437086,7.571964599,17.77029262,8.276235023,35.03398755,13.9213097,10.94686215,42.25246098,24.49393405,215.2242019,33.22398614,10.22706918,27.79257111,8.215823733,974.4305496,115.5881065,18.41999835,35.55058325,10.62873669,155.149517,20.79040794,7.947472431,25.31433219,8.101251215,220.5314109,37.1621172,12.27319437,28.23514033,8.75271993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.6327113,21.17131263,11.87238985,22.54102947,6.856597625,141.9281275,17.70250867,9.847107893,23.37337862,8.386701465,465.6545198,56.11205155,14.08436906,24.93805291,10.09569456,131.36958,22.87215394,8.425064007,18.15492532,6.324139518,33.20105714,5.802987855,4.622012065,22.99744206,13.99353379,87.05211596,9.421946156,5.137516021,13.09617567,5.760372212,37.44600974,7.996240681,5.048451097,12.70835688,5.250128689,54.84062262,13.87445052,16.4165949,19.70888686,5.558902598,25.64471218,7.099741257,10.45394293,15.14737287,6.44016279,57.67734132,12.85045154,13.90461907,37.15021327,21.1126987,126.2241963,22.83530697,10.61078989,24.25612188,7.593172431,443.6378525,75.61530129,17.76723927,29.47991415,9.397996753,85.99503945,14.46814179,7.517224989,22.86252092,7.431260438,138.0798086,25.6708673,12.6846028,24.75617812,7.628182111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.8632603,35.6134529,17.1539952,41.07668568,23.2445412,277.6507621,32.61418421,12.92846412,43.67139858,26.63015243,1138.231817,119.0678269,23.81800893,44.63264093,23.87311872,663.2501378,45.55638636,13.24970695,39.80855407,23.56706945,127.5218606,8.128333612,8.461473804,53.06008906,48.27955953,147.5761597,10.06141639,6.9071326,34.55221055,25.28420168,68.03253895,9.192714532,8.125122112,27.57068844,17.89263716,170.6822929,19.68405209,19.68928122,38.20439906,21.5217888,49.59252912,8.107434553,11.1629206,24.9863339,16.33470049,129.1839604,19.08487936,19.15305966,52.44402127,30.623144,559.0476908,47.28344439,21.34788396,44.82477244,26.22142606,1547.915784,161.9787689,33.96851012,49.44551688,25.76543268,684.8633773,30.90455132,17.79227625,37.81072158,20.38190194,437.9828076,44.47227776,21.80780687,44.20472141,23.60811616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467.9225036,40.67212694,16.90112254,35.60812984,13.58213383,575.1848043,35.80976945,12.27322965,37.96829854,20.79833849,2656.44617,145.944381,31.38637487,35.60100335,16.5200245,951.470035,49.69802646,16.29926566,31.26843871,15.06485998,130.1307024,12.04095281,7.500337024,49.97371768,33.72785379,92.92738823,12.56422893,7.594709093,34.30867987,20.80447236,56.37494022,10.17268758,8.036954125,23.43557895,11.87422792,74.79433948,16.22534032,15.38964533,34.59928744,11.55780334,32.77823076,7.729695481,8.783545101,26.62333234,12.26505709,69.89456085,19.05125384,14.70107861,59.38973183,35.04813004,340.1117137,37.77991089,17.18023834,39.56679336,14.94635206,1859.235782,161.5008487,36.03651265,40.05615009,14.50291985,886.203717,27.06011176,13.55043973,33.3549307,17.95090588,462.0824807,44.41277638,19.64627621,37.28946223,12.86946513,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0400809,41.53997543,17.85606844,34.29411436,10.68619758,497.8114147,38.50839676,14.18037419,41.72030326,18.34181132,907.6930892,135.6961497,25.36637997,31.95384218,13.3752117,2123.863147,63.97428449,17.40287905,31.43273204,12.14055729,161.9958545,12.27229593,8.4072989,42.57358694,23.38955379,74.76434052,10.51988381,8.524066724,26.29609617,15.2092328,69.95249721,9.061970148,11.75544435,21.89664172,9.477762637,87.94786097,15.70707064,22.03034514,34.14943039,10.27653693,53.94919654,8.437282745,11.73454738,25.73279573,11.78493989,85.59849411,19.378313,17.21586123,57.06285965,32.73272358,248.4639375,35.64133535,18.35002444,40.9792258,13.72207188,979.4570432,172.1688662,33.16388648,39.22541268,12.43831503,695.721522,31.69599587,16.72204158,34.46765817,17.44637002,240.6638253,49.90954304,20.28578223,36.32577037,10.96589038,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0760457,28.64042588,12.65322801,25.26163871,7.571679221,165.9725554,25.73353989,9.495805308,26.03136443,9.22384037,539.1118134,78.38657521,17.33766179,26.60872392,10.08891308,161.9437568,31.61227369,10.47044338,21.45789498,7.554867795,33.13318888,6.542646336,5.049523735,30.33177141,16.95361201,55.02183981,9.823254448,6.324093396,17.51979618,7.416865222,91.68142871,8.655202201,7.123847186,15.90815743,6.103385527,45.47175372,13.92682359,14.66835923,26.00324192,6.720887556,25.18367818,6.690149588,8.133831848,19.84594862,8.650599141,43.21179459,14.02735924,12.68908059,47.1103021,24.43171559,20580.92399,1001.211786,347.427919,242.5407078,20.7775591,560.3551755,98.64305843,22.91553293,29.55666456,9.183004311,321.8205577,17.19988546,10.00939519,25.16359838,7.42076692,146.1764418,32.63334243,14.55022182,27.06076233,7.473551882,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
